P,Player,Week,Team,Opp,Opp Rank,Opp Position Rank,FDSal,DKSal,FD Points,DK Points
WR,Marquez Valdes-Scantling,6,GB,TB,9,5600,4600,4.7,6.2,
WR,Mike Evans,7,TB,LV,20,7300,6200,4.7,5.7,
TE,James O'Shaughnessy,7,JAX,LAC,25,4300,2600,4.7,6.2,
TE,Mark Andrews,8,BAL,PIT,5,7000,5800,4.7,6.2,
WR,Trent Taylor,8,SF,SEA,32,4500,3000,4.7,6.2,
RB,Kenyan Drake,7,ARI,SEA,9,6000,4800,4.6,5.1,
RB,Chris Carson,7,SEA,ARI,20,7600,6400,4.6,5.1,
RB,Josh Jacobs,7,LV,TB,8,7800,6300,4.6,6.1,
TE,Travis Kelce,7,KC,DEN,15,7900,6300,4.6,6.1,
TE,Anthony Firkser,8,TEN,CIN,30,4800,3000,4.6,5.6,
RB,Clyde Edwards-Helaire,8,KC,NYJ,25,7500,6500,4.6,6.1,
RB,Latavius Murray,8,NO,CHI,14,5100,4300,4.6,6.1,
RB,Ronald Jones II,8,TB,NYG,19,6300,5700,4.6,7.6,
WR,Adam Thielen,2,MIN,IND,27,7300,7200,4.6,6.1,
TE,Logan Thomas,2,WAS,ARI,18,4700,3600,4.6,6.6,
RB,LeSean McCoy,2,TB,CAR,31,4500,4000,4.6,7.1,
WR,N'Keal Harry,3,NE,LV,19,5300,4200,4.6,5.6,
WR,Randall Cobb,4,HOU,MIN,29,5400,4800,4.6,5.6,
RB,La'Mical Perine,6,NYJ,MIA,26,4600,4000,4.6,5.6,
WR,Devin Duvernay,6,BAL,PHI,27,4800,3000,4.6,6.1,
TE,Richard Rodgers,6,PHI,BAL,18,4400,2500,4.6,6.1,
WR,Isaiah Wright,6,WAS,NYG,21,4500,3000,4.6,6.6,
TE,Mike Gesicki,1,MIA,NE,10,5400,4500,4.5,6,
WR,Sterling Shepard,2,NYG,CHI,18,5600,5500,4.5,5.5,
WR,Lawrence Cager,3,NYJ,IND,15,4500,0,4.5,5.5,
RB,Royce Freeman,3,DEN,TB,26,4700,4000,4.5,5.5,
RB,Wayne Gallman,4,NYG,LAR,20,4900,4500,4.5,4.5,
RB,Brian Hill,7,ATL,DET,29,4900,4000,4.5,6,
RB,James White,8,NE,BUF,18,5300,4500,4.5,5.5,
TE,Cameron Brate,8,TB,NYG,8,4800,2600,4.5,5.5,
WR,Tyler Johnson,8,TB,NYG,23,5200,3500,4.5,5.5,
WR,Kenny Stills,7,HOU,GB,10,4600,3000,4.4,5.4,
WR,K.J. Hamler,7,DEN,KC,6,4700,3600,4.4,5.4,
WR,Devin Duvernay,8,BAL,PIT,25,4800,3000,4.4,4.9,
WR,Jeff Smith,8,NYJ,KC,4,4600,3300,4.4,5.9,
WR,Kendrick Bourne,1,SF,ARI,22,5700,5000,4.4,5.4,
WR,N'Keal Harry,1,NE,MIA,31,5100,4400,4.4,7.9,
RB,Matt Breida,2,MIA,BUF,13,4800,4500,4.4,4.9,
TE,Blake Bell,2,DAL,ATL,23,4000,3000,4.4,5.4,
WR,A.J. Green,2,CIN,CLE,21,6000,6100,4.4,5.9,
TE,Gerald Everett,3,LAR,BUF,24,4400,2500,4.4,5.4,
WR,Zach Pascal,3,IND,NYJ,13,5100,4500,4.4,5.4,
RB,Chase Edmonds,3,ARI,DET,30,5000,4600,4.4,5.4,
TE,James O'Shaughnessy,3,JAX,MIA,11,4000,2700,4.4,5.9,
RB,Darrel Williams,5,KC,LV,32,4800,4000,4.4,4.9,
WR,T.Y. Hilton,4,IND,CHI,7,6200,5300,4.4,5.9,
WR,DeMichael Harris,6,IND,CIN,12,4500,0,4.4,5.9,
WR,Cordarrelle Patterson,2,CHI,NYG,30,5000,3400,4.3,5.3,
WR,Josh Reynolds,2,LAR,PHI,9,4800,4000,4.3,5.3,
RB,Latavius Murray,2,NO,LV,26,5000,4500,4.3,5.3,
WR,T.Y. Hilton,2,IND,MIN,32,6300,5700,4.3,5.8,
WR,Demarcus Robinson,2,KC,LAC,5,4700,3500,4.3,5.8,
RB,J.J. Taylor,3,NE,LV,29,4600,4000,4.3,4.3,
WR,K.J. Hamler,3,DEN,TB,7,4500,3000,4.3,5.8,
RB,Joshua Kelley,5,LAC,NO,15,5900,5200,4.3,4.8,
RB,Nick Chubb,4,CLE,DAL,9,8300,7000,4.3,4.3,
WR,Chris Hogan,4,NYJ,DEN,28,5600,3500,4.3,6.3,
WR,Sammy Watkins,4,KC,NE,27,0,0,4.3,7.3,
RB,La'Mical Perine,8,NYJ,KC,17,5300,4300,4.3,5.3,
TE,Ian Thomas,8,CAR,ATL,32,4700,2700,4.3,5.8,
TE,Robert Tonyan,7,GB,HOU,20,6000,4600,4.2,5.2,
RB,A.J. Dillon,8,GB,MIN,16,4800,4000,4.2,4.7,
WR,Adam Thielen,8,MIN,GB,12,7700,7200,4.2,5.7,
RB,Tony Pollard,1,DAL,LAR,17,5100,4800,4.2,5.2,
WR,Nelson Agholor,3,LV,NE,29,4800,3800,4.2,5.2,
RB,Joshua Kelley,3,LAC,CAR,32,5900,5000,4.2,6.2,
WR,Brandon Powell,3,ATL,CHI,5,4500,3000,4.2,5.7,
WR,Damiere Byrd,3,NE,LV,19,4500,3000,4.2,5.7,
WR,J.J. Arcega-Whiteside,5,PHI,PIT,27,4700,3000,4.2,4.7,
WR,Ashton Dulin,5,IND,CLE,30,4500,3000,4.2,4.7,
RB,Tony Pollard,5,DAL,NYG,18,4800,4000,4.2,5.2,
RB,Darrell Henderson Jr.,4,LAR,NYG,23,6400,5800,4.2,4.7,
WR,Freddie Swain,4,SEA,MIA,20,4700,3000,4.2,5.2,
RB,Ito Smith,4,ATL,GB,30,4500,4000,4.2,5.7,
RB,Ty Johnson,6,NYJ,MIA,26,4500,4000,4.2,4.2,
RB,Ke'Shawn Vaughn,6,TB,GB,31,4900,4000,4.2,4.2,
WR,Jerry Jeudy,6,DEN,NE,23,5700,5500,4.2,5.2,
TE,Gerald Everett,6,LAR,SF,7,4600,3300,4.2,5.7,
RB,Adrian Peterson,2,DET,GB,28,5500,4700,4.1,4.1,
WR,Michael Pittman Jr.,3,IND,NYJ,13,5000,4000,4.1,5.6,
RB,D'Ernest Johnson,5,CLE,IND,3,5300,4700,4.1,4.6,
WR,Terry McLaurin,5,WAS,LAR,6,6300,6100,4.1,5.6,
RB,Frank Gore,4,NYJ,DEN,7,5300,4400,4.1,4.6,
WR,Danny Amendola,6,DET,JAX,19,4900,4100,4.1,5.1,
RB,Jonathan Taylor,8,IND,DET,29,7300,6600,4.1,5.1,
WR,Justin Jefferson,8,MIN,GB,12,6600,6500,4.1,5.6,
WR,Robert Woods,7,LAR,CHI,3,6900,6100,4,6.5,
RB,Phillip Lindsay,1,DEN,TEN,16,5500,5500,4,4.5,
RB,Darrel Williams,1,KC,HOU,26,4600,4200,4,5,
WR,Jakeem Grant Sr.,1,MIA,NE,1,4500,3900,4,5.5,
RB,Jordan Wilkins,2,IND,MIN,23,4600,4000,4,4,
TE,Austin Hooper,3,CLE,WAS,26,5300,4400,4,5.5,
WR,Andy Isabella,5,ARI,NYJ,13,4800,4200,4,5,
RB,Nyheim Hines,5,IND,CLE,10,5100,4300,4,5,
WR,James Washington,5,PIT,PHI,19,4800,4900,4,5.5,
WR,Preston Williams,4,MIA,SEA,32,5500,4500,4,4.5,
TE,Durham Smythe,4,MIA,SEA,3,4100,2500,4,5,
WR,Josh Reynolds,4,LAR,NYG,22,4600,4100,4,5.5,
WR,Golden Tate,4,NYG,LAR,12,5300,4600,4,6,
TE,Evan Engram,6,NYG,WAS,30,5600,4900,4,5,
TE,Robert Tonyan,6,GB,TB,13,6200,5100,4,5.5,
WR,Tyreek Hill,6,KC,BUF,18,8300,7100,4,5.5,
WR,Willie Snead IV,2,BAL,HOU,21,5100,4300,3.9,4.9,
RB,Gus Edwards,3,BAL,KC,21,4700,4000,3.9,3.9,
WR,Auden Tate,3,CIN,PHI,9,4500,3000,3.9,4.9,
WR,Michael Gallup,4,DAL,CLE,28,5900,6200,3.9,4.9,
RB,J.K. Dobbins,6,BAL,PHI,12,5100,4200,3.9,4.9,
RB,Le'Veon Bell,7,KC,DEN,1,6000,4400,3.9,3.9,
TE,Jonnu Smith,8,TEN,CIN,30,6100,4100,3.9,4.9,
TE,Hunter Henry,7,LAC,JAX,28,5800,4500,3.8,5.3,
RB,D'Andre Swift,8,DET,IND,6,6300,5300,3.8,5.3,
TE,Kyle Rudolph,1,MIN,GB,17,5200,3700,3.8,4.8,
WR,Noah Brown,2,DAL,ATL,25,4500,3000,3.8,4.8,
TE,Jordan Akins,3,HOU,PIT,17,5000,3400,3.8,4.8,
WR,Brandin Cooks,3,HOU,PIT,22,5700,5200,3.8,5.3,
RB,Devin Singletary,5,BUF,TEN,26,6300,5500,3.8,4.3,
WR,Jeff Smith,5,NYJ,ARI,4,4900,3000,3.8,5.3,
WR,Justin Jefferson,5,MIN,SEA,32,5700,5500,3.8,5.3,
RB,Gus Edwards,4,BAL,WAS,14,4600,4000,3.8,3.8,
WR,Miles Boykin,4,BAL,WAS,6,4700,4000,3.8,4.8,
FB,Alec Ingold,4,LV,BUF,11,4500,4000,3.8,4.8,
RB,Damien Harris,6,NE,DEN,1,5600,5000,3.8,4.3,
TE,Pharaoh Brown,6,HOU,TEN,22,4000,2500,3.8,4.8,
RB,Jerick McKinnon,6,SF,LAR,12,5700,4300,3.8,4.8,
RB,J.J. Taylor,1,NE,MIA,28,4500,4000,3.7,4.2,
WR,Odell Beckham Jr.,1,CLE,BAL,12,6900,5900,3.7,5.2,
RB,Zack Moss,2,BUF,MIA,19,5200,4800,3.7,3.7,
WR,James Washington,2,PIT,DEN,15,4900,4100,3.7,5.2,
RB,Jalen Richard,3,LV,NE,15,4500,4600,3.7,5.2,
TE,Evan Engram,3,NYG,SF,2,5900,5000,3.7,5.2,
TE,Mark Andrews,3,BAL,KC,20,7300,6000,3.7,5.2,
TE,Kyle Rudolph,4,MIN,HOU,21,4800,3300,3.7,4.7,
RB,JaMycal Hasty,6,SF,LAR,12,4700,4000,3.7,3.7,
WR,Willie Snead IV,6,BAL,PHI,27,4800,3500,3.7,4.2,
RB,Trenton Cannon,6,CAR,CHI,13,4500,4000,3.7,4.7,
RB,Malcolm Brown,6,LAR,SF,2,5200,4600,3.7,5.2,
WR,Larry Fitzgerald,6,ARI,DAL,30,4900,3900,3.7,5.2,
WR,Breshad Perriman,7,NYJ,BUF,11,4800,3700,3.7,4.7,
TE,Jacob Hollister,7,SEA,ARI,10,4400,2500,3.7,5.2,
RB,D'Onta Foreman,8,TEN,CIN,19,0,0,3.7,3.7,
WR,Byron Pringle,8,KC,NYJ,11,4800,3000,3.7,5.2,
WR,DaeSean Hamilton,7,DEN,KC,6,4600,3000,3.6,4.6,
RB,Rex Burkhead,8,NE,BUF,18,5200,4000,3.6,4.1,
WR,Cordarrelle Patterson,1,CHI,DET,29,5000,3400,3.6,4.1,
WR,Van Jefferson,1,LAR,DAL,7,4600,3000,3.6,4.1,
TE,Dawson Knox,1,BUF,NYJ,3,4700,3900,3.6,4.6,
WR,Justin Jefferson,1,MIN,GB,11,5000,4800,3.6,4.6,
TE,Foster Moreau,2,LV,NO,25,4000,2500,3.6,4.1,
TE,Dan Arnold,2,ARI,WAS,32,4400,3300,3.6,4.6,
WR,Russell Gage,3,ATL,CHI,5,5600,5100,3.6,4.6,
TE,Chris Herndon,3,NYJ,IND,1,5000,3400,3.6,5.1,
RB,Jeremy McNichols,5,TEN,BUF,11,4500,4000,3.6,4.1,
WR,Kalif Raymond,5,TEN,BUF,19,4900,3200,3.6,4.6,
TE,Jesse James,4,DET,NO,32,4600,2500,3.6,4.1,
RB,Jordan Wilkins,4,IND,CHI,21,4600,4000,3.6,4.1,
WR,Demarcus Robinson,1,KC,HOU,20,4600,3300,3.5,5,
RB,Brian Hill,2,ATL,DAL,26,4600,4000,3.5,4.5,
RB,Ty Montgomery,2,NO,LV,26,4500,4000,3.5,4.5,
RB,Kerryon Johnson,3,DET,ARI,27,5200,4200,3.5,4,
FB,Alec Ingold,5,LV,KC,17,4500,4000,3.5,4.5,
TE,James O'Shaughnessy,5,JAX,HOU,17,4000,3000,3.5,5,
WR,Chris Hogan,5,NYJ,ARI,4,5100,3000,3.5,5,
RB,Kenyan Drake,4,ARI,CAR,31,7000,6000,3.5,3.5,
TE,Tyler Higbee,4,LAR,NYG,5,6000,5700,3.5,5,
RB,Royce Freeman,6,DEN,NE,7,4900,4000,3.5,4,
RB,Alexander Mattison,6,MIN,ATL,19,7000,7200,3.5,4,
WR,Odell Beckham Jr.,6,CLE,PIT,28,6700,6400,3.5,4.5,
RB,Adrian Peterson,7,DET,ATL,15,5600,4600,3.5,4,
TE,Nick Vannett,7,DEN,KC,14,4000,2600,3.5,4.5,
WR,Anthony Miller,7,CHI,LAR,2,5200,3900,3.5,5,
WR,Russell Gage,8,ATL,CAR,4,5300,3900,3.5,4.5,
RB,Peyton Barber,7,WAS,DAL,25,4500,4000,3.4,3.4,
WR,Cole Beasley,8,BUF,NE,17,5300,5300,3.4,4.4,
TE,Ryan Izzo,8,NE,BUF,28,4100,2500,3.4,4.4,
TE,Mark Andrews,2,BAL,HOU,25,7500,6300,3.4,3.9,
WR,Julio Jones,2,ATL,DAL,19,8200,7400,3.4,4.4,
WR,Tim Patrick,2,DEN,PIT,23,4600,3800,3.4,4.4,
WR,Ted Ginn Jr.,3,CHI,ATL,30,4600,3100,3.4,3.9,
WR,Damion Ratley,3,NYG,SF,16,4500,3000,3.4,3.9,
TE,Darrell Daniels,3,ARI,DET,16,4000,2500,3.4,4.4,
WR,KeeSean Johnson,3,ARI,DET,21,4500,0,3.4,4.4,
RB,LeSean McCoy,3,TB,DEN,8,4700,4000,3.4,4.4,
WR,Deontay Burnett,3,PHI,CIN,4,4500,0,3.4,4.9,
TE,Chris Herndon,5,NYJ,ARI,16,4800,3200,3.4,4.4,
RB,Wayne Gallman,5,NYG,DAL,21,4900,4000,3.4,4.4,
TE,Anthony Firkser,5,TEN,BUF,27,4300,2500,3.4,4.9,
TE,Rob Gronkowski,4,TB,LAC,14,5200,3600,3.4,3.9,
WR,Isaiah McKenzie,4,BUF,LV,5,4500,3000,3.4,3.9,
TE,Blake Bell,4,DAL,CLE,29,4000,3100,3.4,4.4,
RB,Jamaal Williams,6,GB,TB,8,5200,4000,3.4,3.4,
RB,Chase Edmonds,6,ARI,DAL,22,6000,5200,3.4,3.9,
WR,Julian Edelman,6,NE,DEN,24,6200,5600,3.32,4.32,
WR,Randall Cobb,1,HOU,KC,3,5000,4500,3.3,4.3,
TE,Jordan Reed,3,SF,NYG,4,5300,4000,3.3,4.3,
WR,Daurice Fountain,3,IND,NYJ,13,0,3000,3.3,4.3,
WR,Jalen Guyton,3,LAC,CAR,11,4800,3400,3.3,4.3,
RB,La'Mical Perine,3,NYJ,IND,5,4700,4000,3.3,4.3,
WR,Isaiah Ford,5,MIA,SF,5,4600,3500,3.3,4.3,
RB,DeeJay Dallas,4,SEA,MIA,19,4500,4000,3.3,4.3,
RB,Brian Hill,4,ATL,GB,30,4900,4000,3.3,4.3,
WR,Michael Gallup,6,DAL,ARI,5,5700,5000,3.3,4.3,
TE,Ryan Izzo,6,NE,DEN,21,4100,2700,3.3,5.8,
WR,Darius Slayton,7,NYG,PHI,23,6200,5800,3.3,4.3,
WR,DK Metcalf,7,SEA,ARI,7,7300,7200,3.3,4.3,
RB,Corey Clement,8,PHI,DAL,28,5200,4200,3.3,3.8,
WR,Van Jefferson,8,LAR,MIA,15,4700,3000,3.3,4.3,
TE,Dalton Schultz,7,DAL,WAS,29,5200,3900,3.2,4.2,
WR,Deonte Harris,8,NO,CHI,3,4700,3300,3.2,4.7,
RB,Rex Burkhead,1,NE,MIA,28,5100,4000,3.2,3.2,
WR,Isaiah McKenzie,1,BUF,NYJ,25,4600,3600,3.2,4.7,
WR,Breshad Perriman,1,NYJ,BUF,2,5700,4900,3.2,4.7,
WR,Michael Thomas,1,NO,TB,32,8800,9000,3.2,4.7,
RB,Tarik Cohen,2,CHI,NYG,8,5000,4800,3.2,3.7,
TE,Austin Hooper,2,CLE,CIN,20,5500,4800,3.2,4.2,
WR,Julian Edelman,3,NE,LV,19,6500,6200,3.2,4.2,
WR,Jamal Agnew,3,DET,ARI,2,0,3000,3.2,4.2,
RB,Leonard Fournette,3,TB,DEN,8,6400,6200,3.2,4.2,
WR,Jaydon Mickens,5,TB,CHI,3,0,3000,3.2,4.2,
TE,Drew Sample,5,CIN,BAL,22,4600,3700,3.2,4.2,
WR,Deebo Samuel,5,SF,MIA,25,6000,5300,3.2,4.2,
WR,Marcus Johnson,4,IND,CHI,7,4500,0,3.2,3.7,
TE,Tyler Eifert,4,JAX,CIN,14,4800,3500,3.2,4.2,
WR,John Hightower,4,PHI,SF,5,4500,3000,3.2,4.2,
RB,Matt Breida,6,MIA,NYJ,27,4900,4100,3.2,4.2,
WR,Marvin Hall,1,DET,CHI,5,4700,3900,3.1,3.6,
WR,Deonte Harris,1,NO,TB,32,4600,3300,3.1,3.6,
WR,Hunter Renfrow,1,LV,CAR,19,5200,4500,3.1,4.1,
RB,Corey Clement,1,PHI,WAS,30,4500,4000,3.1,4.1,
WR,Dontrelle Inman,1,WAS,PHI,30,4500,3400,3.1,4.1,
TE,Dan Arnold,1,ARI,SF,4,4200,3500,3.1,4.1,
WR,Danny Amendola,2,DET,GB,28,5200,4800,3.1,4.1,
WR,Brandon Aiyuk,2,SF,NYJ,26,4900,4300,3.1,4.1,
RB,Devontae Booker,3,LV,NE,15,4900,4000,3.1,3.1,
TE,Jared Cook,3,NO,GB,11,6600,5500,3.1,4.1,
WR,Amari Cooper,5,DAL,NYG,20,7800,7400,3.1,4.1,
TE,Tyler Eifert,5,JAX,HOU,17,4500,3400,3.1,4.6,
WR,DJ Chark Jr.,5,JAX,HOU,14,7000,6500,3.1,4.6,
TE,James O'Shaughnessy,4,JAX,CIN,14,4000,3100,3.1,3.6,
TE,Darren Fells,4,HOU,MIN,11,4600,3200,3.1,4.1,
RB,Justin Jackson,4,LAC,TB,18,4800,4000,3.1,4.1,
WR,Darrius Shepherd,4,GB,ATL,29,4500,3000,3.1,4.1,
WR,Anthony Miller,4,CHI,IND,10,5900,4900,3.1,4.6,
RB,A.J. Dillon,6,GB,TB,8,4500,4000,3.1,3.1,
TE,Mark Andrews,6,BAL,PHI,28,7600,6500,3.1,4.1,
WR,DJ Chark Jr.,7,JAX,LAC,12,6500,5500,3.1,3.6,
WR,Malik Taylor,8,GB,MIN,31,4600,3000,3.1,3.6,
RB,Darrel Williams,8,KC,NYJ,25,4700,4000,3.1,3.6,
TE,Jason Witten,8,LV,CLE,19,4300,2500,3.1,4.1,
FB,Kyle Juszczyk,8,SF,SEA,12,4500,4000,3.1,4.1,
WR,Jerry Jeudy,7,DEN,KC,6,5600,5100,3,4,
RB,Frank Gore,8,NYJ,KC,17,5000,4000,3,3,
RB,Joshua Kelley,8,LAC,DEN,2,5900,4900,3,3.5,
TE,Ryan Izzo,1,NE,MIA,16,4000,2500,3,3.5,
WR,Brandin Cooks,1,HOU,KC,3,5700,5200,3,4,
RB,Brian Hill,1,ATL,SEA,20,4800,4000,3,4,
TE,Mo Alie-Cox,1,IND,JAX,20,4000,2500,3,4,
RB,Mark Ingram II,3,BAL,KC,21,6300,5500,3,3,
TE,Demetrius Harris,3,CHI,ATL,25,4000,2500,3,4.5,
RB,Frank Gore,5,NYJ,ARI,27,5300,4000,3,3,
WR,Willie Snead IV,4,BAL,WAS,6,5200,4000,3,4,
WR,Russell Gage,4,ATL,GB,19,5800,5100,3,4,
RB,Ito Smith,6,ATL,MIN,17,4600,4000,3,3.5,
RB,Chris Thompson,6,JAX,DET,32,4600,4000,3,4.5,
TE,Kaden Smith,6,NYG,WAS,30,4100,2600,3,4.5,
RB,Mark Ingram II,1,BAL,CLE,25,7000,5500,2.9,2.9,
RB,Tevin Coleman,1,SF,ARI,21,5400,4200,2.9,3.4,
TE,Darren Fells,1,HOU,KC,22,4500,3300,2.9,3.9,
WR,Bisi Johnson,2,MIN,IND,27,4900,3900,2.9,3.4,
TE,Ryan Izzo,2,NE,SEA,11,4300,3000,2.9,3.9,
WR,Chase Claypool,3,PIT,HOU,13,5000,3700,2.9,3.4,
WR,Darnell Mooney,3,CHI,ATL,30,4800,3000,2.9,3.9,
WR,John Hightower,3,PHI,CIN,4,4500,3000,2.9,3.9,
RB,Malcolm Brown,5,LAR,WAS,12,5400,5300,2.9,3.4,
TE,Cethan Carter,4,CIN,JAX,30,4000,2500,2.9,3.4,
RB,Dontrell Hilliard,6,CLE,PIT,5,4700,4000,2.9,2.9,
WR,A.J. Green,8,CIN,TEN,27,5800,4500,2.9,3.9,
TE,Greg Olsen,7,SEA,ARI,10,4900,3600,2.8,3.8,
RB,DeeJay Dallas,7,SEA,ARI,20,4600,4000,2.8,3.8,
RB,Alfred Morris,8,NYG,TB,4,4500,0,2.8,2.8,
TE,Jesse James,8,DET,IND,1,4500,2500,2.8,3.3,
WR,Marquez Valdes-Scantling,8,GB,MIN,31,5100,3800,2.8,3.3,
WR,Zach Pascal,1,IND,JAX,10,5200,4200,2.8,3.8,
RB,Saquon Barkley,2,NYG,CHI,18,9000,8400,2.8,2.8,
RB,Chase Edmonds,2,ARI,WAS,1,5000,4600,2.8,4.3,
RB,Carlos Hyde,3,SEA,DAL,14,5500,4300,2.8,3.3,
WR,Byron Pringle,5,KC,LV,15,4500,3000,2.8,3.3,
RB,Dion Lewis,4,NYG,LAR,20,5000,4400,2.8,3.8,
RB,Joshua Kelley,4,LAC,TB,18,5300,5100,2.8,5.3,
WR,Mike Thomas,1,CIN,LAC,4,4500,3000,2.7,3.7,
WR,John Ross III,1,CIN,LAC,4,5100,4200,2.7,3.7,
WR,C.J. Board,1,NYG,PIT,6,4500,3000,2.7,3.7,
TE,Kaden Smith,1,NYG,PIT,13,4300,3200,2.7,3.7,
RB,James Conner,1,PIT,NYG,18,6800,6600,2.7,3.7,
WR,Javon Wims,2,CHI,NYG,30,4700,3100,2.7,3.7,
RB,Kalen Ballage,2,NYJ,SF,20,4500,0,2.7,3.7,
WR,Dontrelle Inman,2,WAS,ARI,1,4600,3500,2.7,3.7,
RB,Alexander Mattison,3,MIN,TEN,19,4700,4000,2.7,2.7,
TE,Adam Trautman,3,NO,GB,11,4000,2500,2.7,3.7,
RB,Jeff Wilson Jr.,5,SF,MIA,23,6200,5000,2.7,2.7,
WR,Cam Sims,4,WAS,BAL,15,4500,3000,2.7,3.7,
WR,Jamal Agnew,6,DET,JAX,19,0,3000,2.7,3.7,
TE,Ryan Griffin,6,NYJ,MIA,5,4100,3000,2.7,3.7,
RB,Tony Pollard,7,DAL,WAS,13,4800,5600,2.7,3.2,
WR,Cam Sims,7,WAS,DAL,30,4500,3000,2.7,3.2,
WR,Cordarrelle Patterson,7,CHI,LAR,2,4700,3100,2.7,4.2,
WR,Greg Ward,8,PHI,DAL,29,5700,3900,2.7,4.2,
RB,Corey Clement,7,PHI,NYG,22,4500,5000,2.6,3.1,
FB,Alec Ingold,7,LV,TB,8,4500,4000,2.6,3.1,
TE,Nick Keizer,7,KC,DEN,15,4000,2500,2.6,4.6,
WR,John Brown,8,BUF,NE,17,5600,4400,2.6,3.1,
RB,Ty Johnson,8,NYJ,KC,17,4500,4000,2.6,3.1,
TE,Durham Smythe,8,MIA,LAR,20,4100,2500,2.6,3.6,
WR,Gabriel Davis,1,BUF,NYJ,25,4500,3000,2.6,3.6,
TE,Ian Thomas,1,CAR,LV,31,5100,3400,2.6,3.6,
WR,Kenny Stills,2,HOU,BAL,3,4600,3500,2.6,3.6,
TE,MyCole Pruitt,3,TEN,MIN,13,4000,2500,2.6,3.6,
WR,Seth Roberts,3,CAR,LAC,8,4500,3000,2.6,3.6,
WR,Russell Gage,5,ATL,CAR,7,5600,5100,2.6,3.6,
RB,Dontrell Hilliard,4,CLE,DAL,9,4500,0,2.6,3.1,
TE,Dawson Knox,4,BUF,LV,6,4600,3500,2.6,3.6,
TE,Trey Burton,4,IND,CHI,18,4500,2900,2.6,3.6,
RB,Jalen Richard,4,LV,BUF,11,4500,4300,2.6,3.6,
WR,Laviska Shenault Jr.,6,JAX,DET,25,5800,5200,2.6,4.1,
WR,Cooper Kupp,6,LAR,SF,8,7100,6500,2.6,4.1,
TE,Austin Hooper,1,CLE,BAL,1,5700,5100,2.5,3.5,
WR,Trent Taylor,3,SF,NYG,24,4500,3400,2.5,3,
TE,Richard Rodgers,3,PHI,CIN,12,4000,2500,2.5,3.5,
RB,Gus Edwards,5,BAL,CIN,22,4600,4000,2.5,2.5,
TE,Greg Olsen,5,SEA,MIN,12,5000,4000,2.5,3,
WR,Darnell Mooney,5,CHI,TB,13,4700,3000,2.5,3.5,
WR,Zach Pascal,5,IND,CLE,30,5300,4600,2.5,3.5,
WR,Deonte Harris,4,NO,DET,24,4700,3400,2.5,3,
WR,Malik Taylor,4,GB,ATL,29,4500,3000,2.5,3,
TE,Will Dissly,4,SEA,MIA,10,4600,2500,2.5,3.5,
TE,Ryan Griffin,4,NYJ,DEN,21,4100,2600,2.5,4,
RB,Kerryon Johnson,6,DET,JAX,24,5000,4000,2.5,3,
WR,Noah Brown,6,DAL,ARI,5,4600,3000,2.5,3.5,
TE,Demetrius Harris,7,CHI,LAR,20,4200,2500,2.5,3.5,
WR,Preston Williams,8,MIA,LAR,2,5200,4300,2.5,3.5,
RB,Jalen Richard,7,LV,TB,8,4500,4000,2.4,2.4,
WR,Adam Humphries,7,TEN,PIT,26,5000,4600,2.4,2.9,
TE,Vance McDonald,7,PIT,TEN,26,4200,2600,2.4,3.4,
RB,Devontae Booker,7,LV,TB,8,4800,4000,2.4,3.4,
TE,David Njoku,8,CLE,LV,15,5000,3800,2.4,2.9,
WR,Christian Blake,8,ATL,CAR,4,4800,3000,2.4,3.4,
TE,Tyler Higbee,8,LAR,MIA,2,5700,4500,2.4,3.4,
RB,Frank Gore,1,NYJ,BUF,13,4800,4000,2.4,2.4,
RB,Leonard Fournette,1,TB,NO,4,6900,6000,2.4,2.9,
WR,Devin Duvernay,2,BAL,HOU,21,4500,3400,2.4,2.9,
WR,Nelson Agholor,2,LV,NO,19,4900,4000,2.4,2.9,
WR,Mike Williams,2,LAC,KC,11,5800,4200,2.4,3.4,
RB,D'Andre Swift,3,DET,ARI,27,5300,5000,2.4,2.9,
WR,Isaiah Ford,3,MIA,JAX,10,4900,3600,2.4,3.4,
RB,Wayne Gallman,3,NYG,SF,9,5400,4900,2.4,3.4,
RB,Duke Johnson,5,HOU,JAX,26,4600,4100,2.4,2.9,
WR,Freddie Swain,5,SEA,MIN,29,4800,3000,2.4,3.4,
RB,Jeff Wilson Jr.,4,SF,PHI,14,5900,4900,2.4,2.9,
RB,Brian Hill,6,ATL,MIN,17,4600,4000,2.4,4.4,
TE,Eric Ebron,1,PIT,NYG,23,5000,4600,2.3,2.8,
WR,DaeSean Hamilton,1,DEN,TEN,16,4800,3200,2.3,2.8,
WR,Isaiah Ford,1,MIA,NE,1,4600,3600,2.3,3.3,
TE,Dawson Knox,2,BUF,MIA,8,4700,3700,2.3,3.8,
TE,Jimmy Graham,2,CHI,NYG,5,5500,3800,2.3,2.8,
WR,Emmanuel Sanders,2,NO,LV,27,5700,5800,2.3,2.8,
RB,JaMycal Hasty,3,SF,NYG,11,4500,0,2.3,2.8,
WR,Danny Amendola,3,DET,ARI,2,5200,4600,2.3,2.8,
RB,Tyler Ervin,3,GB,NO,13,4500,4000,2.3,3.3,
WR,Marquise Brown,3,BAL,KC,6,6100,6000,2.3,3.3,
TE,Richard Rodgers,5,PHI,PIT,13,4300,2500,2.3,2.8,
